Kalimat,Label
Tolong segera panggil Pemadam Kebakaran,Damkar
Ada kebakaran di sekitar sini bantuan diperlukan,Damkar
Segera minta bantuan kebakaran semakin meluas,Damkar
Panggil Pemadam Kebakaran kebakaran tak terkendali,Damkar
Darurat minta bantuan segera,Damkar
Tolong bantu memadamkan api yang membara,Damkar
Ada kebakaran di sekitar sini segera bantu padamkan,Damkar
Panggil Pemadam Kebakaran situasi darurat terjadi,Damkar
Darurat minta bantuan Pemadam Kebakaran sekarang,Damkar
Tolong datangkan Pemadam Kebakaran dengan cepat,Damkar
Ada kebakaran besar bantu memadamkannya sekarang,Damkar
Segera minta bantuan ada kebakaran yang mengamuk,Damkar
Panggil Pemadam Kebakaran rumah terbakar,Damkar
Tolong segera hubungi Pemadam Kebakaran sekarang,Damkar
Terjadi kebakaran minta bantuan segera,Damkar
Darurat ada kebakaran yang semakin membesar,Damkar
Tolong segera datangkan Pemadam Kebakaran sekarang,Damkar
Bantu padamkan api yang menjalar cepat,Damkar
Ada kebakaran hebat bantu memadamkan sekarang juga,Damkar
Panggil Pemadam Kebakaran situasi darurat terjadi,Damkar
Segera minta bantuan kebakaran terjadi di sini,Damkar
Tolong segera hubungi Pemadam Kebakaran di nomor ini,Damkar
Ada kebakaran butuh bantuan darurat segera tanggap,Damkar
Segera minta bantuan api semakin membesar di sini,Damkar
Panggil Pemadam Kebakaran kebakaran tak terkendali,Damkar
Darurat minta bantuan Pemadam Kebakaran dengan cepat,Damkar
Tolong bantu padamkan api yang semakin meluas,Damkar
Ada kebakaran segera datangkan bantuan Pemadam Kebakaran,Damkar
Panggil Pemadam Kebakaran situasi darurat terjadi di sini,Damkar
Darurat minta bantuan Pemadam Kebakaran secepatnya,Damkar
Tolong datangkan Pemadam Kebakaran ke lokasi ini segera,Damkar
Ada kebakaran besar bantu memadamkannya dengan segera,Damkar
Segera minta bantuan kebakaran meluas ke area lain,Damkar
Panggil Pemadam Kebakaran rumah sedang terbakar,Damkar
Tolong segera hubungi Pemadam Kebakaran nomor ini,Damkar
Terjadi kebakaran minta bantuan Pemadam Kebakaran,Damkar
Darurat ada kebakaran yang semakin membesar di sini,Damkar
Tolong segera datangkan Pemadam Kebakaran ke tempat ini,Damkar
Bantu padamkan api yang menjalar dengan cepat ini,Damkar
Ada kebakaran hebat bantu memadamkan sekarang juga di sini,Damkar
Panggil Pemadam Kebakaran situasi darurat terjadi di sekitar sini,Damkar
Segera minta bantuan kebakaran terjadi di lokasi ini,Damkar
"Tolong, bantu hubungi Pemadam Kebakaran secepatnya!",Damkar
"Ada kebakaran, butuh bantuan darurat, segera panggil!",Damkar
"Segera minta bantuan, api semakin membesar di lokasi!",Damkar
"Panggil Pemadam Kebakaran, api tak terkendali di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran, segera!",Damkar
"Tolong, bantu padamkan api yang semakin meluas ini!",Damkar
"Ada kebakaran, segera datangkan bantuan cepat!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran sekarang!",Damkar
"Tolong, datangkan Pemadam Kebakaran dengan segera!",Damkar
"Ada kebakaran besar, bantu padamkan segera!",Damkar
"Segera minta bantuan, kebakaran meluas cepat!",Damkar
"Panggil Pemadam Kebakaran, rumah terbakar hebat!",Damkar
"Tolong, hubungi Pemadam Kebakaran nomor ini!",Damkar
"Terjadi kebakaran, minta bantuan sekarang!",Damkar
"Darurat, kebakaran semakin membesar di sini!",Damkar
"Tolong, segera datangkan Pemadam Kebakaran sekarang!",Damkar
"Bantu memadamkan api cepat, situasi darurat!",Damkar
"Ada kebakaran hebat, bantu segera memadamkan!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat terjadi!",Damkar
"Segera minta bantuan, kebakaran di lokasi ini!",Damkar
"Tolong, segera panggil Pemadam Kebakaran!",Damkar
"Ada kebakaran di sekitar sini, bantuan diperlukan!",Damkar
"Segera minta bantuan, kebakaran semakin meluas!",Damkar
"Panggil Pemadam Kebakaran, kebakaran tak terkendali!",Damkar
"Darurat, minta bantuan segera!",Damkar
"Tolong, bantu memadamkan api yang membara!",Damkar
"Ada kebakaran di sekitar sini, segera bantu padamkan!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat terjadi!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran sekarang!",Damkar
"Tolong, datangkan Pemadam Kebakaran dengan cepat!",Damkar
"Ada kebakaran besar, bantu memadamkannya sekarang!",Damkar
"Segera minta bantuan, ada kebakaran yang mengamuk!",Damkar
"Panggil Pemadam Kebakaran, rumah terbakar!",Damkar
"Tolong, segera hubungi Pemadam Kebakaran sekarang!",Damkar
"Terjadi kebakaran, minta bantuan segera!",Damkar
"Darurat, ada kebakaran yang semakin membesar!",Damkar
"Tolong, segera datangkan Pemadam Kebakaran sekarang!",Damkar
Bantu padamkan api yang menjalar cepat!,Damkar
"Ada kebakaran hebat, bantu memadamkan sekarang juga!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat terjadi!",Damkar
"Segera minta bantuan, kebakaran terjadi di sini!",Damkar
"Tolong, hubungi Pemadam Kebakaran segera!",Damkar
"Ada kebakaran di sekitar sini, bantuan diperlukan!",Damkar
"Segera minta bantuan, kebakaran meluas dengan cepat!",Damkar
"Panggil Pemadam Kebakaran, api tak terkendali!",Damkar
"Darurat, minta bantuan secepatnya!",Damkar
"Tolong, bantu padamkan api yang semakin membesar!",Damkar
"Ada kebakaran di sekitar sini, segera bantu memadamkan!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat terjadi!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran secepatnya!",Damkar
"Tolong, datangkan Pemadam Kebakaran dengan segera!",Damkar
"Ada kebakaran besar, bantu memadamkannya segera!",Damkar
"Segera minta bantuan, api semakin membesar!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat terjadi di sini!",Damkar
"Tolong, segera hubungi Pemadam Kebakaran sekarang juga!",Damkar
"Terjadi kebakaran, minta bantuan secepatnya!",Damkar
"Darurat, kebakaran semakin membesar!",Damkar
"Tolong, segera datangkan Pemadam Kebakaran ke lokasi ini!",Damkar
Bantu padamkan api yang semakin menjalar!,Damkar
"Ada kebakaran hebat, bantu memadamkannya sekarang!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Segera minta bantuan, kebakaran terjadi di lokasi ini!",Damkar
"Tolong, bantu hubungi Pemadam Kebakaran sekarang!",Damkar
"Ada kebakaran, butuh bantuan darurat, segera panggil!",Damkar
"Segera minta bantuan, api semakin membesar di lokasi!",Damkar
"Panggil Pemadam Kebakaran, api tak terkendali di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran segera!",Damkar
"Tolong, bantu padamkan api yang semakin meluas ini!",Damkar
"Ada kebakaran, segera datangkan bantuan cepat!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran sekarang!",Damkar
"Tolong, datangkan Pemadam Kebakaran dengan segera!",Damkar
"Ada kebakaran besar, bantu padamkan segera!",Damkar
"Segera minta bantuan, kebakaran meluas cepat!",Damkar
"Panggil Pemadam Kebakaran, rumah terbakar hebat!",Damkar
"Tolong, hubungi Pemadam Kebakaran nomor ini!",Damkar
"Terjadi kebakaran, minta bantuan sekarang!",Damkar
"Darurat, kebakaran semakin membesar di sini!",Damkar
"Tolong, segera datangkan Pemadam Kebakaran sekarang!",Damkar
"Bantu memadamkan api cepat, situasi darurat!",Damkar
"Ada kebakaran hebat, bantu segera memadamkan!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat terjadi!",Damkar
"Segera minta bantuan, kebakaran di lokasi ini!",Damkar
"Tolong, bantu hubungi Pemadam Kebakaran secepatnya!",Damkar
"Ada kebakaran, butuh bantuan darurat, segera panggil!",Damkar
"Segera minta bantuan, api semakin membesar di area ini!",Damkar
"Panggil Pemadam Kebakaran, api tak terkendali di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran dengan cepat!",Damkar
"Tolong, bantu padamkan api yang semakin meluas!",Damkar
"Ada kebakaran, segera datangkan bantuan segera!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran sekarang juga!",Damkar
"Tolong, datangkan Pemadam Kebakaran secepatnya!",Damkar
"Ada kebakaran besar, bantu padamkan secepatnya!",Damkar
"Segera minta bantuan, kebakaran semakin meluas!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat terjadi di sini!",Damkar
"Tolong, hubungi Pemadam Kebakaran nomor ini sekarang!",Damkar
"Terjadi kebakaran, minta bantuan segera!",Damkar
"Darurat, kebakaran semakin membesar di area ini!",Damkar
"Tolong, segera datangkan Pemadam Kebakaran di sini!",Damkar
"Bantu memadamkan api cepat, situasi darurat terjadi!",Damkar
"Ada kebakaran hebat, bantu segera memadamkan sekarang!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Segera minta bantuan, kebakaran terjadi di lokasi ini!",Damkar
"Tolong, bantu hubungi Pemadam Kebakaran segera!",Damkar
"Ada kebakaran, butuh bantuan darurat, segera panggil!",Damkar
"Segera minta bantuan, api semakin membesar di sini!",Damkar
"Panggil Pemadam Kebakaran, api tak terkendali!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran secepatnya!",Damkar
"Tolong, bantu padamkan api yang semakin meluas!",Damkar
"Ada kebakaran, segera datangkan bantuan segera!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran sekarang!",Damkar
"Tolong, datangkan Pemadam Kebakaran secepatnya!",Damkar
"Ada kebakaran besar, bantu padamkan segera!",Damkar
"Segera minta bantuan, kebakaran semakin meluas!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat terjadi!",Damkar
"Tolong, hubungi Pemadam Kebakaran nomor ini!",Damkar
"Terjadi kebakaran, minta bantuan segera!",Damkar
"Darurat, kebakaran semakin membesar di sini!",Damkar
"Tolong, segera datangkan Pemadam Kebakaran di sini!",Damkar
"Bantu memadamkan api cepat, situasi darurat terjadi!",Damkar
"Ada kebakaran hebat, bantu segera memadamkan sekarang!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Segera minta bantuan, kebakaran terjadi di lokasi ini!",Damkar
"Tolong, bantu hubungi Pemadam Kebakaran secepatnya!",Damkar
"Ada kebakaran, butuh bantuan darurat, segera panggil!",Damkar
"Segera minta bantuan, api semakin membesar di area ini!",Damkar
"Panggil Pemadam Kebakaran, api tak terkendali di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran dengan cepat!",Damkar
"Tolong, bantu padamkan api yang semakin meluas!",Damkar
"Ada kebakaran, segera datangkan bantuan segera!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran sekarang juga!",Damkar
"Tolong, datangkan Pemadam Kebakaran secepatnya!",Damkar
"Ada kebakaran besar, bantu padamkan secepatnya!",Damkar
"Segera minta bantuan, kebakaran semakin meluas!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat terjadi di sini!",Damkar
"Tolong, hubungi Pemadam Kebakaran nomor ini sekarang!",Damkar
"Terjadi kebakaran, minta bantuan segera!",Damkar
"Darurat, kebakaran semakin membesar di area ini!",Damkar
"Tolong, segera datangkan Pemadam Kebakaran di sini!",Damkar
"Bantu memadamkan api cepat, situasi darurat terjadi!",Damkar
"Ada kebakaran hebat, bantu segera memadamkan sekarang!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Segera minta bantuan, kebakaran terjadi di lokasi ini!",Damkar
"Tolong, hubungi Pemadam Kebakaran secepatnya!",Damkar
"Ada kebakaran, butuh bantuan darurat, segera panggil!",Damkar
"Segera minta bantuan, api semakin membesar di sini!",Damkar
"Panggil Pemadam Kebakaran, api tak terkendali!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran sekarang!",Damkar
"Tolong, bantu padamkan api yang semakin meluas!",Damkar
"Ada kebakaran, segera datangkan bantuan segera!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran cepat!",Damkar
"Tolong, datangkan Pemadam Kebakaran secepatnya!",Damkar
"Ada kebakaran besar, bantu padamkan segera!",Damkar
"Segera minta bantuan, kebakaran semakin meluas!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat terjadi!",Damkar
"Tolong, hubungi Pemadam Kebakaran sekarang juga!",Damkar
"Terjadi kebakaran, minta bantuan segera!",Damkar
"Darurat, kebakaran semakin membesar di sini!",Damkar
"Tolong, segera datangkan Pemadam Kebakaran di sini!",Damkar
"Bantu memadamkan api cepat, situasi darurat terjadi!",Damkar
"Ada kebakaran hebat, bantu segera memadamkan sekarang!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Segera minta bantuan, kebakaran terjadi di lokasi ini!",Damkar
"Tolong, bantu hubungi Pemadam Kebakaran segera!",Damkar
"Ada kebakaran, butuh bantuan darurat, segera panggil!",Damkar
"Segera minta bantuan, api semakin membesar di area ini!",Damkar
"Panggil Pemadam Kebakaran, api tak terkendali di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran dengan cepat!",Damkar
"Tolong, bantu padamkan api yang semakin meluas di sini!",Damkar
"Ada kebakaran, segera datangkan bantuan segera di sini!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di area ini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran sekarang juga!",Damkar
"Tolong, datangkan Pemadam Kebakaran secepatnya di sini!",Damkar
"Ada kebakaran besar, bantu padamkan segera di sini!",Damkar
"Segera minta bantuan, kebakaran semakin meluas di sini!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Tolong, hubungi Pemadam Kebakaran nomor ini sekarang!",Damkar
"Terjadi kebakaran, minta bantuan segera di sini!",Damkar
"Darurat, kebakaran semakin membesar di area ini!",Damkar
"Tolong, segera datangkan Pemadam Kebakaran di sini!",Damkar
"Bantu memadamkan api cepat, situasi darurat terjadi di sini!",Damkar
"Ada kebakaran hebat, bantu segera memadamkan sekarang!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Segera minta bantuan, kebakaran terjadi di lokasi ini!",Damkar
"Tolong, hubungi Pemadam Kebakaran segera di sini!",Damkar
"Ada kebakaran, butuh bantuan darurat, segera panggil!",Damkar
"Segera minta bantuan, api semakin membesar di area ini!",Damkar
"Panggil Pemadam Kebakaran, api tak terkendali di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran cepat di sini!",Damkar
"Tolong, bantu padamkan api yang semakin meluas di sini!",Damkar
"Ada kebakaran, segera datangkan bantuan di sini!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Darurat, minta bantuan Pemadam Kebakaran sekarang di sini!",Damkar
"Tolong, datangkan Pemadam Kebakaran secepatnya di sini!",Damkar
"Ada kebakaran besar, bantu padamkan di sini!",Damkar
"Segera minta bantuan, kebakaran semakin meluas di sini!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Tolong, hubungi Pemadam Kebakaran nomor ini di sini!",Damkar
"Terjadi kebakaran, minta bantuan segera di sini!",Damkar
"Darurat, kebakaran semakin membesar di sini!",Damkar
"Tolong, segera datangkan Pemadam Kebakaran di sini!",Damkar
"Bantu memadamkan api cepat, situasi darurat di sini!",Damkar
"Ada kebakaran hebat, bantu segera memadamkan di sini!",Damkar
"Panggil Pemadam Kebakaran, situasi darurat di sini!",Damkar
"Segera minta bantuan, kebakaran terjadi di sini!",Damkar
